ID,TIPID,FY21allocation,FY22allocation,FY23allocation,FY24allocation,FY25allocation
685,5275,,,,,
686,5280,,,,,
688,5292,,,,,
689,5295,,,,,
690,5308,,,,,
691,9004,,,,,
692,9006,,,,,
693,9008,,,,,
694,9009,,,,,
695,9401,0.8312,0.7812,0.8312,0.7812,0.7812
696,9402,0.7188,0.7688,0.7688,0.7688,0.7188
697,9403,0.9875,0.9375,0.9875,0.9375,0.9375
698,9404,0.7812,0.8312,0.8312,0.8312,0.7812
699,9405,0.8312,0.7812,0.8312,0.7812,0.7812
700,9601,1.16,1.33,2.45,3.07,0.94
701,9602,1.36,1.16,0.79,1.91,0.0
702,9603,1.28,0.16,0.79,1.91,0.63
703,9604,0.6,0.04,0.08,0.64,0.31
704,9605,0.24,1.18,2.12,2.06,0.94
705,9607,0.6,0.22,0.22,2.4,0.0
706,9608,0.0,0.0,0.0,0.0,0.0
707,9609,0.21,3.6,0.12,0.12,0.63
708,9610,0.4,0.0,0.0,0.0,0.0
709,9611,0.31,0.37,0.1,1.04,0.31
710,9612,0.11,1.8,0.0,0.0,0.0
711,9613,0.6,0.04,0.04,0.6,0.0
712,9614,0.0,0.08,0.14,1.06,0.47
715,2002,,,,,
716,2006,,,,,
717,2007,,,,,
1,801,6.0,4.0,4.0,4.0,2.0
2,802,0.0,0.0,0.0,0.0,0.0
3,813,0.0,0.0,0.0,0.0,0.0
4,814,6.7357,6.7357,0.0,0.0,0.0
5,815,0.0,0.0,0.0,0.0,0.0
6,816,0.0,2.0062,7.29,6.29,0.0
7,817,0.0,0.0,0.0,0.0,0.0
8,818,0.0,0.0,0.0,0.0,0.0
9,819,0.0,0.0,0.0,0.0,0.0
10,820,0.0,1.8752,5.6887,4.6887,0.0
11,821,0.0,0.0,0.0,0.0,0.0
12,822,3.2484,3.2484,0.0,0.0,0.0
13,823,0.0,0.0,0.0,0.0,0.0
14,824,0.0,0.0,0.0,0.0,0.0
15,825,0.0,0.0,0.0,0.0,0.0
16,826,6.8963,4.8963,0.0,0.0,0.0
17,827,0.0,0.0,0.0,0.0,0.0
18,828,0.0,0.0,0.0,0.0,0.0
19,829,0.0,0.0,0.0,0.0,0.0
20,830,6.7385,0.0,0.0,0.0,0.0
21,831,0.0,0.0,1.2614,6.3993,10.9993
22,832,0.0,0.7886,5.626,5.626,0.0
23,833,0.0,0.0,0.0,0.0,0.0
24,834,0.0,3.344,9.7862,6.1862,0.0
25,835,5.5798,5.5798,0.0,0.0,0.0
26,836,0.0,0.0,6.1882,11.9462,23.3462
27,837,0.0,0.724,5.2658,3.2658,0.0
28,838,0.0,0.6654,5.3254,3.3254,0.0
29,841,0.0,0.0,0.0,0.0,0.0
30,842,4.2422,4.0807,0.0,0.0,0.0
31,843,9.6562,7.5521,0.0,0.0,0.0
32,844,0.0,0.0,0.0,1.5362,21.763
33,845,2.1044,3.5045,4.7046,1.0349,0.0
34,846,5.1073,12.449,4.1497,0.0,0.0
35,847,0.0,0.0,0.0,0.0,0.0
36,848,1.0661,3.6223,1.7074,0.0,0.0
37,849,0.0,0.0,0.0,0.0,0.0
38,850,7.2009,2.4003,0.0,0.0,0.0
39,851,0.0,0.0,1.25,2.95,5.15
40,852,0.0,0.0,0.0,0.0,1.5418
41,853,1.7061,1.5105,6.3193,1.8398,0.0
42,854,0.0,0.0,0.0,0.0,2.1426
43,855,1.6512,7.3142,9.0158,1.5674,0.0
44,856,0.0,0.0,0.0,0.0,0.0
45,857,0.0,0.0,0.0,0.0,0.0
46,858,1.2412,4.2069,8.8776,0.0,0.0
47,859,0.0,0.0,2.1862,4.3174,9.9267
48,860,0.0,0.0,0.0,0.0,5.0
49,861,0.0,0.9991,1.7064,1.4366,3.8211
50,862,0.0,0.0,0.0,0.0,0.0
51,863,0.0,0.0,0.0,0.0,0.0
52,864,0.0,0.0,0.0,0.0,0.0
53,865,0.0,0.0,0.0,0.0,0.0
54,866,0.0,0.0,0.0,0.0,0.0
55,867,,,0.0,0.0,0.0
56,868,0.0,0.0,0.0,0.0,0.0
57,869,0.0,0.0,0.0,0.0,0.0
58,870,0.0,0.0,0.0,0.0,0.0
59,871,0.0,0.0,0.0,0.0,0.0
60,872,0.0,0.0,0.0,0.0,0.0
61,873,0.0,0.0,0.0,0.0,0.0
62,874,0.0,0.0,0.0,0.0,0.0
63,875,0.0,0.0,0.0,0.0,0.0
64,876,0.0,0.0,0.0,0.0,0.0
65,877,0.0,0.0,0.0,0.0,0.0
66,878,0.0,0.0,0.0,0.0,0.0
67,879,10.0,3.0,0.0,0.0,0.0
68,880,0.0,0.0,0.0,0.0,0.0
69,881,0.0,0.0,0.0,0.0,0.0
70,883,0.0,0.0,0.0,0.0,0.0
71,884,0.0,0.0,0.0,0.0,0.0
72,885,0.0,0.0,0.0,0.0,0.0
73,886,0.0,0.0,0.0,0.0,0.0
74,887,0.0,0.0,0.0,0.0,0.0
75,888,0.0,0.0,0.0,0.0,0.0
76,889,0.0,0.0,0.0,0.0,0.0
77,890,0.0,0.0,0.0,0.0,0.0
78,891,0.0,0.0,0.0,0.0,0.0
79,892,0.0,0.0,0.0,0.0,0.0
80,893,0.0,0.0,0.0,0.0,0.0
81,894,0.0,0.0,0.0,0.0,0.0
82,895,0.0,0.0,,,
83,896,0.0,0.0,,,
84,897,0.0,0.0,,,
85,898,0.0,0.0,,,
86,899,0.0,0.0,,,
87,900,0.0,0.0,,,
88,901,0.0,0.0,,,
89,902,0.0,0.0,0.0,0.0,0.0
90,903,0.0,0.0,,,
91,904,0.0,0.0,,,
92,905,0.0,0.0,0.0,0.0,0.0
93,906,0.0,0.0,0.0,0.0,0.0
94,908,0.0,0.0,0.0,0.0,0.0
95,920,0.0,0.0,0.0,0.0,0.0
96,912,22.6,3.0,0.0,0.0,0.0
97,914,0.0,0.0,,,
98,915,0.0,0.0,,,
99,916,0.0,0.0,,,
100,917,0.0,0.0,,,
101,918,0.0,0.0,,,
102,921,0.0,0.0,0.0,0.0,0.0
103,922,0.0,0.0,0.0,0.0,0.0
104,907,,,,,
105,910,,,,,
106,911,,,,,
107,919,,,,,
108,9500,49.4,39.3,32.5,23.9,0.0
