ID,TIPID,LineItemName,FY20GasTax,FY20RICAPHIP,FY20RIHMA,FY20RICAPprojects,FY20RICAPfacilities,FY20ProjectCloseouts,FY20IWAYLandSales,FY20GARVEE,FY20TollRevenue,FY20RailwayProgram,FY20HSIP,FY20TAP,FY20NHPP,FY20CMAQ,FY20Planning,FY20STP,FY20NationalFreight,FY20NHTSA,FY20FTA,FY20Earmarks,FY20TollCredits,FY20TransitBond,FY20allocation
703,9605,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.12,0.0,0.0,,,,,2.12
704,9607,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.67,0.0,0.0,,,,,0.67
705,9608,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.47
706,9609,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.21
707,9610,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02,0.0,0.0,,,,,0.02
708,9611,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.04
709,9612,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.11
710,9613,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.04,0.0,0.0,,,,,0.04
711,9614,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.63
712,1356,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
714,5184,,,1.1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1
715,2002,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
716,2006,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
717,2007,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
69,802,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
70,801,,,6.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.0
71,813,,,,,,,,,,,,,,,,,,5.359,,,0.0,0.0,0.0,5.3588
72,814,,,1.036,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0363
73,883,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
74,815,,,,,,,,,,,,,,8.189,,,,,,,0.0,0.0,0.0,8.189
75,884,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
76,816,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
77,817,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
78,885,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
79,886,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
80,818,,,,,,,,,,,,,,,,,5.534,,,,0.0,0.0,0.0,5.5339
81,819,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
82,887,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
83,820,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
84,821,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
85,888,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
86,889,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
87,822,,,,,,,,,,,,,,0.5,,,,,,,0.0,0.0,0.0,0.4998
88,823,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
89,824,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
90,825,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
91,826,,,0.181,,,,,,,,,,,0.726,,,,,,,0.0,0.0,0.0,0.9071
92,827,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
93,828,,,,,,,,,,,,,,8.051,,,,,,,0.0,0.0,0.0,8.051
94,890,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
95,829,,,,,,,,,,,,,,4.732,,,2.166,0.164,,,0.0,0.0,0.0,7.0625
96,830,,,,,,,,,,,,,,8.739,,,,,,,0.0,0.0,0.0,8.7385
97,831,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
98,832,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
99,833,,,,,,,,,,,,,,,,,4.851,,,,0.0,0.0,0.0,4.8506
100,834,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
101,835,,,0.156,,,,,,,,,,,,,,0.626,,,,0.0,0.0,0.0,0.7815
102,836,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
103,837,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
104,838,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
105,921,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
106,922,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
107,841,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
108,842,,,,2.561,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.5609
109,843,,,,2.372,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.3718
110,844,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
111,845,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
112,891,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
113,846,,,0.144,,,,,,,,,,,,,,1.292,,,,0.0,0.0,0.0,1.4364
114,892,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
115,847,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
116,848,,,0.305,0.122,,,,,,,,,,0.111,,,,,,,0.0,0.0,0.0,0.538
117,893,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
118,849,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
119,894,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
120,850,,,2.954,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.9542
121,851,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
122,852,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
123,853,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
124,854,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
125,855,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
126,856,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
127,857,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
128,858,,,0.181,,,,,,,,,,,,,,1.633,,,,0.0,0.0,0.0,1.8141
129,859,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
130,860,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
131,861,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
132,862,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
133,863,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
134,864,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
135,865,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
136,866,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
137,867,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
138,868,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
139,902,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
140,869,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
141,870,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
142,871,,,0.64,,,,,,,,,,,,,,,2.56,,,0.0,0.0,0.0,3.2
143,905,,,,4.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.0
144,872,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
145,873,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
146,874,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
147,906,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
148,908,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
149,875,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
150,876,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
151,920,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
152,877,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
153,878,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
154,879,,,0.8,,,,,,,,,,,7.2,,,,,,,0.0,0.0,0.0,8.0
155,912,,,,22.6,,,,,,,,,,,,,,,,,0.0,0.0,0.0,22.6
156,880,,,0.453,,,,,,,,,1.81,,,,,,,,,0.0,0.0,0.0,2.263
157,881,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
158,895,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
159,896,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
160,897,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
161,898,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
162,899,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
163,900,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
164,901,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
165,903,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
166,904,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
167,907,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
168,910,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
169,911,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
170,914,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
171,915,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
172,916,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
173,917,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
174,918,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
175,919,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
176,9500,,,,7.1,,,,,,42.6,,,,,,,,,,,0.0,0.0,0.0,49.7
