TIPID,Municipalities,BridgeGroup,FY16CMAQ,FY16FTA,FY16GARVEE,FY16GasTax,FY16HSIP,FY16IWAYLandSales,FY16NHPP,FY16NHTSA,FY16NationalFreight,FY16Planning,FY16ProjectCloseouts,FY16RICAPFacilities,FY16RICAPHIP,FY16RIHMA,FY16RailwayProgram,FY16STBGSA,FY16STP,FY16TAP,FY16TIGER,FY16TollRevenue,FY16TransitHubBond,FY16UnallocatedBonds,FY16allocation,FY16other,ID,RICAPProjects
1407.0,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,
6480.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5274.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274.0,"Warwick, Cranston, Johnston",,,,,,,,,,,,,,,,,,,,,,,,,,,
1416.0,"Warwick, W. Warwick",,,,,,,,,,,,,,,,,,,,,,,,,,,
1415.0,"Warwick,Cranston",,,,,,,,,,,,,,,,,,,,,,,,,,,
1421.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
5289.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
5287.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423.0,"Westerly, Charlestown",,,,,,,,,,,,,,,,,,,,,,,,,,,
5314.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5304.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5306.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5316.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5313.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5315.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424.0,"Woonsocket, Cumberland",,,,,,,,,,,,,,,,,,,,,,,,,,,
5272.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037.0,E. Greewich,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082.0,"Middletown, Portsmouth",,,,,,,,,,,,,,,,,,,,,,,,,,,
5084.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118.0,N. Kingstown,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450.0,N. Smithfield,,,,,,0.075,,,,,,,,,,,,,,,,,,0.075,,124.0,
1451.0,"Warwick, W. Warwick, Johnston",,,,,,,,,,,,,,,,,,,,,,,,,,,
1453.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454.0,N. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455.0,N. Smithfield,,,,,,0.225,,,,,,,,,,,,,,,,,,0.225,,126.0,
1456.0,"Warwick, N. Smithfield",,,,,,0.1,,,,,,,,,,,,,,,,,,0.1,,127.0,
1458.0,"Bristol, Warren",,,,,,0.2,,,,,,,,,,,,,,,,,,0.2,,129.0,
1459.0,"Johnston, N. Smithfield",,,,,,0.2,,,,,,,,,,,,,,,,,,0.2,,130.0,
1462.0,"Cranston, Exeter",,,,,,,,,,,,,,,,,,,,,,,,,,,
1466.0,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467.0,Middletown,,,,,,0.075,,,,,,,,,,,,,,,,,,0.075,,133.0,
1469.0,"S. Kingstown, Charlestown, Westerly",,,,,,0.2,,,,,,,,,,,,,,,,,,0.2,,135.0,
1476.0,Smithfield,,,,,,0.075,,,,,,,,,,,,,,,,,,0.075,,139.0,
1484.0,Tiverton,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491.0,Scituate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498.0,"Providence, Pawtucket",,,,,,,,,,,,,,,,,,,,,,,,,,,
1506.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509.0,Scituate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522.0,"E. Providence, Pawtucket",,,,,,,,,,,,,,,,,,,,,,,,,,,
1525.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526.0,Burrillville,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536.0,"E. Greenwich, W. Warwick",,,,,,,,,,,,,,,,,,,,,,,,,,,
1537.0,"Cranston, Warwick",,,,,,,,,,,,,,,,,,,,,,,,,,,
1540.0,"Providence, N. Providence",,,,,,,,,,,,,,,,,,,,,,,,,,,
1541.0,"E. Providence, Bristol",,,,,,,,,,,,,,,,,,,,,,,,,,,
1542.0,"Cumberland, Johnston",,,,,,,,,,,,,,,,,,,,,,,,,,,
1544.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010.0,Burrillville,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052.0,Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056.0,Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071.0,Middletown,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092.0,Narragansett,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115.0,N. Kingstown,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439.0,N. Kingstown,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122.0,N. Kingstown,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219.0,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221.0,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222.0,Scituate,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244.0,S. Kingstown,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248.0,S. Kingstown,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262.0,Tiverton,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264.0,"Tiverton, Portsmouth",,,,,,,,,,,,,,,,,,,,,,,,,,,
5266.0,W. Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5277.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5278.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281.0,Warwick,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,117.0,
5284.0,"Warwick, E. Greenwich",,,,,,,,,,,,,,,,,,,,,,,,,,,
5290.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
5296.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310.0,Woonsocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265.0,W. Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015.0,Charlestown,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128.0,N. Kingstown,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6349.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6709.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6481.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6483.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6486.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6380.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396.0,Pawtucket,,,,,,,,,,,,,,,,,,,,,,,,,,,
6054.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6055.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6057.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114.0,E. Greenwich,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156.0,Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,
6510.0,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602.0,W. Greenwich,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603.0,W. Greenwich,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604.0,W. Greenwich,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605.0,W. Greenwich,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6467.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6479.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6493.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608.0,W. Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609.0,W. Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6058.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6059.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6061.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6062.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6063.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6217.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6221.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6222.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6224.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6312.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315.0,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6563.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6564.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6566.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6567.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6568.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6569.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6570.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6571.0,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6064.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6029.0,Charlestown,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031.0,Coventry,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032.0,Coventry,,,,,,,,,,,,,,,,,,,,,,,,,,,
6033.0,Coventry,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034.0,Coventry,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035.0,Coventry,,,,,,,,,,,,,,,,,,,,,,,,,,,
6066.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6067.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6069.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6070.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073.0,Cranston,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115.0,E. Greenwich,,,,,,,,,,,,,,,,,,,,,,,,,,,
6207.0,Hopkinton,,,,,,,,,,,,,,,,,,,,,,,,,,,
6208.0,Hopkinton,,,,,,,,,,,,,,,,,,,,,,,,,,,
6511.0,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512.0,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606.0,W. Greenwich,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610.0,W. Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611.0,W. Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612.0,W. Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6646.0,Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
6678.0,Westerly,,,,,,,,,,,,,,,,,,,,,,,,,,,
6269.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6270.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6272.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6362.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363.0,N. Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6424.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6444.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6465.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6494.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503.0,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300.0,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336.0,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001.0,Barrington,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002.0,Barrington,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003.0,Barrington,,,,,,,,,,,,,,,,,,,,,,,,,,,
6130.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6136.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6140.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6142.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6143.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6144.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145.0,E. Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,
6231.0,Middletown,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232.0,Middletown,,,,,,,,,,,,,,,,,,,,,,,,,,,
6233.0,Middletown,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371.0,Narragansett,,,,,,,,,,,,,,,,,,,,,,,,,,,
6374.0,New Shoreham,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375.0,New Shoreham,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376.0,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,
6377.0,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378.0,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,
6409.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417.0,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
6589.0,Tiverton,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590.0,Tiverton,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591.0,Tiverton,,,,,,,,,,,,,,,,,,,,,,,,,,,
