TIPID,Municipalities,ID_x,FY17GasTax,FY17RICAPHIP,FY17RIHMA,FY17RICAPprojects,FY17RICAPfacilities,FY17ProjectCloseouts,FY17IWAYLandSales,FY17GARVEE,FY17TollRevenue,FY17RailwayProgram,FY17HSIP,FY17TAP,FY17NHPP,FY17CMAQ,FY17Planning,FY17STP,FY17NationalFreight,FY17NHTSA,FY17FTA,FY17Earmarks,FY17TollCredits,FY17TransitBond,FY17allocation,ID_y,LineItemName_x,FY18GasTax,FY18RICAPHIP,FY18RIHMA,FY18RICAPprojects,FY18RICAPfacilities,FY18ProjectCloseouts,FY18IWAYLandSales,FY18GARVEE,FY18TollRevenue,FY18RailwayProgram,FY18HSIP,FY18TAP,FY18NHPP,FY18CMAQ,FY18Planning,FY18STP,FY18NationalFreight,FY18NHTSA,FY18FTA,FY18Earmarks,FY18TollCredits,FY18TransitBond,FY18Allocation,ID_x,LineItemName_y,FY19GasTax,FY19RICAPHIP,FY19RIHMA,FY19RICAPprojects,FY19RICAPfacilities,FY19ProjectCloseouts,FY19IWAYLandSales,FY19GARVEE,FY19TollRevenue,FY19RailwayProgram,FY19HSIP,FY19TAP,FY19NHPP,FY19CMAQ,FY19Planning,FY19STP,FY19NationalFreight,FY19NHTSA,FY19FTA,FY19Earmarks,FY19TollCredits,FY19TransitBond,FY19allocation,ID_y,LineItemName,FY20GasTax,FY20RICAPHIP,FY20RIHMA,FY20RICAPprojects,FY20RICAPfacilities,FY20ProjectCloseouts,FY20IWAYLandSales,FY20GARVEE,FY20TollRevenue,FY20RailwayProgram,FY20HSIP,FY20TAP,FY20NHPP,FY20CMAQ,FY20Planning,FY20STP,FY20NationalFreight,FY20NHTSA,FY20FTA,FY20Earmarks,FY20TollCredits,FY20TransitBond,FY20allocation,ID,FY21allocation,FY22allocation,FY23allocation,FY24allocation,FY25allocation
9005.0,"Portsmouth, Middletown",1223,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,599,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,598,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,598,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,599,1.3,1.7,0.0,0.0,0.0
9006.0,"Portsmouth, Middletown",1317,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,692,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,692,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,691,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,692,,,,,
5007.0,Bristol,935,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,311,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,310,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,310,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,310,0.0,0.0,0.0,0.0,0.82
5014.0,Charlestown,940,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,316,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,315,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,315,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,315,0.0,0.0,0.0,0.0,0.0
5028.0,Cranston,950,,,0.12,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.12,326,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,325,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,325,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,325,0.0,0.0,0.0,0.0,0.0
5093.0,Narragansett,1278,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,653,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,653,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,652,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,653,,,,,
5094.0,Narragansett,1279,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,654,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,654,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,653,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,654,,,,,
5095.0,New Shoreham,987,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,363,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,362,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,362,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,362,0.0,0.0,0.0,0.0,0.0
5114.0,N. Kingstown,1003,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,379,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,378,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,378,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,378,0.0,0.0,0.0,0.0,0.0
5155.0,Pawtucket,1031,,0.178,0.072,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.25,407,,,,0.25,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.25,406,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,406,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,406,0.0,0.0,0.0,0.0,0.0
5156.0,Pawtucket,1032,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,408,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,407,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,407,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,407,0.0,0.0,0.0,0.0,0.0
5171.0,Portsmouth,1044,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,420,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,419,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,419,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,419,0.0,0.08,0.0,0.0,0.0
5217.0,Providence,1072,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,448,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,447,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,447,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,447,0.0,0.0,0.0,0.0,0.0
5250.0,S. Kingstown,1306,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,681,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,681,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,680,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,681,,,,,
5251.0,S. Kingstown,1307,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,682,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,682,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,681,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,682,,,,,
5252.0,S. Kingstown,1308,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,683,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,683,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,682,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,683,,,,,
5260.0,Tiverton,1100,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,476,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,475,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,475,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,475,0.0,0.0,0.0,0.0,0.0
5275.0,Warwick,1310,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,685,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,685,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,684,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,685,,,,,
5286.0,Westerly,1121,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,497,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,496,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,496,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,496,0.0,1.4,0.0,0.0,0.0
5292.0,Westerly,1313,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,688,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,688,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,687,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,688,,,,,
5307.0,Woonsocket,1138,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,514,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,513,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,513,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,513,0.0,0.0,0.39,0.0,0.0
1460.0,Providence,818,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,194,,,,0.1,,,,,,,,0.4,,,,,,,,,0.4,0.0,0.0,0.9,193,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,193,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,193,1.0,1.0,1.13,0.0,0.0
5003.0,Barrington,1254,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,629,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,629,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,628,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,629,,,,,
5006.0,Barrington,1255,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,630,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,630,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,629,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,630,,,,,
5058.0,Hopkinton,971,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,347,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,346,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,346,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,346,0.0,0.0,0.0,0.0,0.0
5063.0,Jamestown,1267,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,642,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,642,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,641,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,642,,,,,
5072.0,Middletown,978,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,354,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,353,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,353,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,353,0.28,0.36,0.0,0.0,0.0
5096.0,New Shoreham,988,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,364,,,,1.22,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.22,363,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,363,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,363,0.0,0.0,0.0,0.0,0.0
5097.0,New Shoreham,989,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,365,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,364,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,364,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,364,0.0,0.0,0.0,0.0,0.0
5098.0,New Shoreham,990,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,366,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,365,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,365,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0
5105.0,Newport,997,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,373,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,372,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,372,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,372,1.7,1.7,1.99,1.15,1.96
5106.0,Newport,998,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,374,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,373,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,373,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,373,0.0,0.0,0.0,0.0,0.0
5107.0,Newport,999,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,375,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,374,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,374,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,374,0.0,0.0,0.0,0.0,0.0
5108.0,Newport,1000,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,376,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,375,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,375,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,375,1.9,0.0,0.0,0.0,0.0
5112.0,Newport,1002,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,378,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,377,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,377,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,377,0.0,0.0,0.0,0.0,0.0
5120.0,N. Kingstown,1005,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,381,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,380,,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,380,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,380,0.0,0.0,0.0,0.0,0.0
5125.0,N. Kingstown,1008,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,384,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,383,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,383,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,383,0.0,0.0,0.0,0.0,0.0
5127.0,N. Kingstown,1285,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,660,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,660,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,659,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,660,,,,,
5164.0,Portsmouth,1038,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,414,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,413,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,413,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,413,2.0,0.0,0.0,0.0,0.0
5166.0,Portsmouth,1040,,,0.22,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.22,416,,,,0.28,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.28,415,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,415,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,415,0.0,0.0,0.0,0.0,0.0
5182.0,Providence,1052,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,428,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,427,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,427,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,427,0.0,0.0,0.48,0.0,0.0
5183.0,Providence,1053,,0.94,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.94,429,,,,0.94,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.94,428,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,428,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,428,0.0,0.0,0.0,0.0,0.0
5188.0,Providence,1290,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,665,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,665,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,664,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,665,,,,,
5192.0,Providence,1292,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,667,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,667,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,666,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,667,,,,,
5193.0,Providence,1058,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,434,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,433,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,433,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,433,0.0,0.0,0.0,0.0,0.0
5194.0,Providence,1059,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,435,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,434,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,434,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,434,0.0,0.0,0.0,0.0,0.0
5200.0,Providence,1063,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,439,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,438,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,438,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,438,0.0,0.0,0.0,0.0,0.05
5202.0,Providence,1065,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,441,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,440,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,440,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,440,0.0,1.0,1.0,1.0,1.05
5207.0,Providence,1296,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,671,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,671,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,670,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,671,,,,,
5210.0,Providence,1298,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,673,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,673,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,672,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,673,,,,,
5211.0,Providence,1299,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,674,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,674,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,673,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,674,,,,,
5223.0,Scituate,1300,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,675,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,675,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,674,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,675,,,,,
5229.0,Smithfield,1081,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,457,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,456,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,456,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,456,0.0,0.0,0.0,0.0,0.0
5231.0,Smithfield,1083,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,459,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,458,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,458,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,458,0.0,0.0,0.0,0.0,0.0
5232.0,Smithfield,1084,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,460,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,459,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,459,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,459,0.0,0.0,0.0,0.0,0.0
5235.0,Smithfield,1301,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,676,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,676,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,675,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,676,,,,,
5236.0,Smithfield,1087,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,463,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,462,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,462,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,462,0.0,0.0,0.0,0.0,0.0
5243.0,S. Kingstown,1303,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,678,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,678,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,677,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,678,,,,,
5268.0,Warren,1107,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,483,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,482,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,482,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,482,0.0,0.0,0.0,0.0,0.0
5269.0,Warren,1108,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,484,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,483,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,483,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,483,0.0,0.0,0.0,0.0,0.0
5270.0,Warren,1109,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,485,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,484,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,484,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,484,0.0,0.0,0.0,0.0,0.0
5309.0,Woonsocket,1139,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,515,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,514,,,,0.37,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.37,514,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,514,0.0,0.0,0.0,0.0,0.0
9007.0,"Central Falls, Cumberland, Pawtucket",1224,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,600,,,,1.65,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.65,599,,,,2.09,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.09,599,,,,1.09,,,,,,,,,1.21,,,,,,,,0.0,0.0,0.0,2.3,600,1.5,0.0,0.0,0.0,0.0
5020.0,Coventry,1260,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,635,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,635,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,634,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,635,,,,,
5068.0,Lincoln,1271,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,646,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,646,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,645,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,646,,,,,
5253.0,Statewide,1094,,0.578,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.578,470,,,,0.578,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.578,469,,,,0.5,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.5,469,,,,0.57,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.57,469,0.585,0.578,0.66,0.578,0.578
5295.0,"Woonsocket, N. Smithfield, Lincoln, Central Falls, Cumberland, Pawtucket, Providence",1314,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,689,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,689,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,688,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,689,,,,,
5001.0,Barrington,931,,,0.042,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.042,307,,,,0.126,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.126,306,,,,0.126,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.126,306,,,,0.063,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.063,306,0.021,0.0,0.0,0.0,0.0
5002.0,Barrington,932,,,0.048,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.048,308,,,,0.144,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.144,307,,,,0.144,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.144,307,,,,0.072,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.072,307,0.024,0.0,0.0,0.0,0.0
