TIPID,Municipalities,ID,FY21allocation,FY22allocation,FY23allocation,FY24allocation,FY25allocation
5146.0,Pawtucket,401,0.0,0.0,0.0,0.0,0.0
5147.0,Pawtucket,402,0.0,0.0,0.0,0.0,0.0
5148.0,Pawtucket,403,0.0,0.0,0.0,0.0,0.0
5149.0,Pawtucket,404,0.0,0.0,0.0,0.0,0.0
5151.0,Pawtucket,405,0.0,0.0,0.0,0.0,0.0
5158.0,Pawtucket,409,0.0,0.0,0.0,0.0,0.0
5159.0,Pawtucket,410,0.0,0.0,0.0,0.0,0.0
5165.0,Portsmouth,414,0.0,0.0,0.0,0.0,0.0
5167.0,Portsmouth,416,0.0,0.0,0.0,0.0,0.0
5168.0,Portsmouth,417,0.0,0.0,0.0,0.0,0.0
5174.0,Providence,420,0.0,0.0,0.0,0.0,0.0
5175.0,Providence,421,0.2,0.0,0.0,0.0,0.0
5176.0,Providence,422,0.5,0.0,0.0,0.0,0.0
5180.0,Providence,425,0.0,0.0,0.0,0.0,0.0
5181.0,Providence,426,0.0,0.0,0.0,0.0,0.0
5185.0,Providence,430,0.0,0.0,0.0,0.0,0.0
5186.0,Providence,431,0.0,0.0,0.0,0.0,0.0
5196.0,Providence,436,0.0,0.0,0.0,0.0,0.0
5214.0,Providence,445,0.0,0.0,0.0,0.0,0.0
5219.0,Richmond,449,0.6,0.0,0.0,0.0,0.0
5221.0,Richmond,451,0.0,0.0,0.0,0.0,0.0
5222.0,Scituate,452,0.0,0.0,0.0,0.0,0.0
5226.0,Smithfield,454,0.0,0.0,0.0,0.0,0.0
5237.0,Smithfield,463,0.0,0.0,0.0,0.0,0.0
5244.0,S. Kingstown,465,0.0,0.0,0.0,0.0,0.0
5248.0,S. Kingstown,467,0.0,0.0,0.0,0.0,0.0
5262.0,Tiverton,477,0.0,0.0,0.0,0.0,0.0
5264.0,"Tiverton, Portsmouth",478,0.0,0.0,0.0,0.0,0.0
5266.0,W. Warwick,480,0.0,0.0,0.0,0.0,0.0
5276.0,Warwick,489,0.0,0.0,0.0,0.0,0.0
5277.0,Warwick,490,0.0,0.0,0.0,0.0,0.0
5278.0,Warwick,491,0.0,0.0,0.0,0.0,0.0
5279.0,Warwick,492,0.0,0.0,0.0,0.0,0.0
5281.0,Warwick,493,0.0,0.0,0.0,0.0,0.0
5284.0,"Warwick, E. Greenwich",494,0.0,0.0,0.0,0.0,0.0
5290.0,Westerly,500,0.0,0.0,0.0,0.0,0.0
5296.0,Woonsocket,504,0.0,0.5,0.0,0.0,0.0
5298.0,Woonsocket,505,0.0,0.0,0.0,0.0,0.0
5310.0,Woonsocket,515,0.0,0.0,0.0,0.0,0.0
5265.0,W. Warwick,479,0.0,0.0,0.0,0.0,0.0
5015.0,Charlestown,316,0.0,0.0,0.0,0.0,0.0
5029.0,Cranston,326,0.0,0.0,0.0,0.0,0.0
5024.0,Cranston,321,0.5,0.0,,1.0,0.0
5025.0,Cranston,322,0.0,0.0,0.0,0.0,0.0
5032.0,Cumberland,329,0.0,0.0,0.0,0.0,0.0
5128.0,N. Kingstown,385,1.4,,0.0,0.0,0.0
5170.0,Portsmouth,418,0.0,0.0,0.0,0.0,0.0
5201.0,Providence,439,0.0,0.0,0.0,0.0,0.0
5205.0,Providence,442,0.0,0.0,0.0,0.0,0.0
1356.0,Middletown,625,0.0,0.0,0.0,0.0,0.0
9012.0,,602,0.0,0.0,1.6,0.0,0.0
9013.0,,603,0.0,0.0,0.12,4.3,2.58
7020.0,Providence,713,,,,,
2002.0,Providence,715,,,,,
2006.0,Burrillville,716,,,,,
2007.0,South Kingstown,717,,,,,
7901.0,"Westerly, South Kingston, Woonsocket",588,0.35,0.45,0.45,0.45,0.45
7904.0,Portsmouth,591,0.0,0.0,0.0,0.0,0.0
5184.0,Providence,714,,,,,
1116.0,,29,1.0,1.0,1.0,1.0,1.0
1117.0,,30,0.15,0.15,0.15,0.15,0.15
1118.0,,31,1.0,1.0,1.0,1.0,1.0
1264.0,,32,0.0,0.0,0.0,0.0,0.0
1265.0,,33,2.5,2.5,2.5,2.5,2.5
1427.0,,176,9.0,9.0,9.0,9.0,9.0
1430.0,,177,0.0,0.0,0.0,0.0,0.0
1431.0,,178,0.4,0.4,0.4,0.4,0.4
1444.0,,180,0.0,0.0,0.0,0.0,0.0
1445.0,,181,0.3,0.3,0.3,0.3,0.3
1446.0,,182,0.5,0.5,0.5,0.5,0.5
1457.0,,190,0.0,0.0,0.0,0.0,0.0
1468.0,,201,0.0,0.0,0.0,0.0,0.0
1470.0,,203,0.0,0.0,0.0,0.0,0.0
1478.0,,211,0.0,0.0,0.0,0.0,0.0
1521.0,,248,1.2,0.0,0.0,0.0,0.0
1538.0,,265,0.0,0.0,0.4688,0.4688,0.0
7000.0,,528,2.2,2.2,2.2,2.2,2.2
7101.0,,529,2.78,2.86,2.95,3.04,3.13
7102.0,,530,1.6892,1.723,1.7575,1.7926,1.8285
7103.0,,531,0.3,0.3,0.3,0.3,0.3
7104.0,,532,0.1,0.1,0.1,0.1,0.1
7105.0,,533,0.1,0.1,0.1,0.1,0.1
7106.0,,534,0.1,0.1,0.1,0.1,0.1
7107.0,,535,2.0,2.0,2.0,2.0,2.0
7108.0,,536,0.5,0.5,0.5,0.5,0.5
7150.0,,538,1.0,2.7,2.7,2.7,2.7
7151.0,,539,0.37,8.5,9.5,9.5,10.0
7201.0,,540,8.0,8.0,8.0,8.0,8.0
7202.0,,541,9.3,9.3,9.3,9.3,8.3217
7203.0,,542,0.1,0.1,0.1,0.1,0.1
7301.0,,543,2.0,2.0,2.0,2.0,2.0
7302.0,,544,0.25,0.25,0.25,0.25,0.25
7303.0,,545,0.25,0.25,0.25,0.25,0.25
7304.0,,546,1.0,1.0,1.0,1.0,1.0
7305.0,,547,3.7,3.72,3.74,3.76,3.78
7401.0,,548,2.0,2.0,2.0,2.0,2.0
7402.0,,549,1.5,1.8,1.8,1.8,1.8
7403.0,,550,1.9,3.1,1.1,1.9,0.9
7404.0,,551,0.5,0.25,0.25,0.25,0.25
7501.0,,552,12.0,14.0,14.0,15.0,15.0
7502.0,,553,5.383,6.0304,6.1812,6.3357,6.4941
7503.0,,554,18.3961,20.0382,22.5284,30.1699,33.5137
7504.0,,555,0.6,0.6,0.6,0.6,0.6
7505.0,,556,3.5,3.5,3.5,3.5,3.5
7506.0,,557,2.0,2.0,2.0,2.0,2.0
7507.0,,558,0.5,0.5,0.5,0.5,0.5
7601.0,,559,1.25,1.25,1.25,1.25,1.25
7602.0,,560,0.75,0.75,0.75,0.75,0.75
7603.0,,561,1.0,1.0,1.0,1.0,1.0
7604.0,,562,1.6,1.6,1.6,1.6,1.6
7605.0,,563,6.6,6.6,6.6,6.6,6.6
7606.0,,564,0.4,0.4,0.4,0.4,0.4
7607.0,,565,0.46,0.46,0.46,0.46,0.46
7608.0,,566,2.9,2.9,2.9,2.9,2.9
7609.0,,567,6.0,6.0,6.0,6.0,6.0
7610.0,,568,0.14,0.14,0.14,0.14,0.14
7611.0,,569,0.09,0.09,0.09,0.09,0.09
7612.0,,570,0.4,0.4,0.4,0.4,0.4
7613.0,,571,3.1392,0.624,0.5807,0.099,0.0
7614.0,,572,0.0,0.0,0.0,0.0,0.0
7615.0,,573,-9.0,-9.0,-9.0,-9.0,-9.0
7701.0,,574,41.8833,37.8443,37.2076,31.9774,28.5158
7702.0,,575,59.1415,59.1392,59.1415,59.1435,52.1405
7703.0,,576,6.9,6.9,6.9,6.9,6.9
7801.0,,577,0.4,0.4,0.4,0.4,0.4
7802.0,,578,2.2,2.2,2.2,2.2,2.2
7803.0,,579,2.1,2.1,2.1,2.1,2.1
7804.0,,580,2.4,2.4,2.4,2.4,2.4
7805.0,,581,0.12,0.12,0.12,0.12,0.12
7806.0,,582,0.6,0.6,0.6,0.6,0.6
7807.0,,583,0.12,0.12,0.12,0.12,0.12
7808.0,,584,3.5639,3.5999,3.4977,3.5,3.2447
7809.0,,585,0.13,0.13,0.13,0.13,0.13
7810.0,,586,1.3378,1.3378,1.3378,1.3378,1.3378
7811.0,,587,1.8,1.8,1.8,1.8,1.8
7902.0,,589,2.5,8.125,8.125,8.125,6.925
7903.0,,590,1.0,1.0,1.0,1.0,1.0
7905.0,,592,0.0,2.5,0.0,0.0,0.0
7906.0,,593,0.4,0.625,0.625,0.625,0.625
7907.0,,594,0.0,2.0,0.0,0.0,0.0
8000.0,,595,0.0,0.0,0.0,0.0,0.0
9011.0,,601,0.64,0.0,0.0,0.0,0.0
9202.0,,605,0.0,0.0,0.0,0.0,0.0
9203.0,,606,0.0,0.0,0.0,0.0,0.0
9204.0,,607,0.0,0.0,0.0,0.0,0.0
9205.0,,608,0.0,0.0,0.0,0.0,0.0
9300.0,,609,0.0,0.0,0.0,0.0,0.0
9301.0,,610,1.0,0.0,3.5,0.0,2.95
9302.0,,611,0.0,2.4,0.0,3.5,0.0
9303.0,,612,0.0,2.25,0.0,3.5,0.0
9304.0,,613,1.0,0.0,3.5,0.0,0.0
9305.0,,614,1.0,0.0,2.65,0.0,3.5
9306.0,,615,0.0,2.5,0.0,2.65,0.0
9307.0,,616,1.2,2.5,0.0,0.0,1.5
9308.0,,617,0.0,0.0,0.0,0.0,0.0
11001.0,,623,3.0,3.0,3.0,3.0,3.0
11003.0,,624,2.46,2.46,2.46,2.46,2.46
9010.0,,626,,,,,
1438.0,,627,,,,,
1447.0,,628,,,,,
9401.0,,695,0.8312,0.7812,0.8312,0.7812,0.7812
9402.0,,696,0.7188,0.7688,0.7688,0.7688,0.7188
9403.0,,697,0.9875,0.9375,0.9875,0.9375,0.9375
9404.0,,698,0.7812,0.8312,0.8312,0.8312,0.7812
9405.0,,699,0.8312,0.7812,0.8312,0.7812,0.7812
9601.0,,700,1.16,1.33,2.45,3.07,0.94
9602.0,,701,1.36,1.16,0.79,1.91,0.0
9603.0,,702,1.28,0.16,0.79,1.91,0.63
9604.0,,703,0.6,0.04,0.08,0.64,0.31
9605.0,,704,0.24,1.18,2.12,2.06,0.94
9607.0,,705,0.6,0.22,0.22,2.4,0.0
9608.0,,706,0.0,0.0,0.0,0.0,0.0
9609.0,,707,0.21,3.6,0.12,0.12,0.63
9610.0,,708,0.4,0.0,0.0,0.0,0.0
9611.0,,709,0.31,0.37,0.1,1.04,0.31
9612.0,,710,0.11,1.8,0.0,0.0,0.0
9613.0,,711,0.6,0.04,0.04,0.6,0.0
9614.0,,712,0.0,0.08,0.14,1.06,0.47
801.0,,1,6.0,4.0,4.0,4.0,2.0
802.0,,2,0.0,0.0,0.0,0.0,0.0
813.0,,3,0.0,0.0,0.0,0.0,0.0
814.0,,4,6.7357,6.7357,0.0,0.0,0.0
815.0,,5,0.0,0.0,0.0,0.0,0.0
816.0,,6,0.0,2.0062,7.29,6.29,0.0
817.0,,7,0.0,0.0,0.0,0.0,0.0
818.0,,8,0.0,0.0,0.0,0.0,0.0
819.0,,9,0.0,0.0,0.0,0.0,0.0
820.0,,10,0.0,1.8752,5.6887,4.6887,0.0
821.0,,11,0.0,0.0,0.0,0.0,0.0
822.0,,12,3.2484,3.2484,0.0,0.0,0.0
823.0,,13,0.0,0.0,0.0,0.0,0.0
824.0,,14,0.0,0.0,0.0,0.0,0.0
825.0,,15,0.0,0.0,0.0,0.0,0.0
826.0,,16,6.8963,4.8963,0.0,0.0,0.0
827.0,,17,0.0,0.0,0.0,0.0,0.0
828.0,,18,0.0,0.0,0.0,0.0,0.0
829.0,,19,0.0,0.0,0.0,0.0,0.0
830.0,,20,6.7385,0.0,0.0,0.0,0.0
831.0,,21,0.0,0.0,1.2614,6.3993,10.9993
832.0,,22,0.0,0.7886,5.626,5.626,0.0
833.0,,23,0.0,0.0,0.0,0.0,0.0
834.0,,24,0.0,3.344,9.7862,6.1862,0.0
835.0,,25,5.5798,5.5798,0.0,0.0,0.0
836.0,,26,0.0,0.0,6.1882,11.9462,23.3462
837.0,,27,0.0,0.724,5.2658,3.2658,0.0
838.0,,28,0.0,0.6654,5.3254,3.3254,0.0
841.0,,29,0.0,0.0,0.0,0.0,0.0
842.0,,30,4.2422,4.0807,0.0,0.0,0.0
843.0,,31,9.6562,7.5521,0.0,0.0,0.0
844.0,,32,0.0,0.0,0.0,1.5362,21.763
845.0,,33,2.1044,3.5045,4.7046,1.0349,0.0
846.0,,34,5.1073,12.449,4.1497,0.0,0.0
847.0,,35,0.0,0.0,0.0,0.0,0.0
848.0,,36,1.0661,3.6223,1.7074,0.0,0.0
849.0,,37,0.0,0.0,0.0,0.0,0.0
850.0,,38,7.2009,2.4003,0.0,0.0,0.0
851.0,,39,0.0,0.0,1.25,2.95,5.15
852.0,,40,0.0,0.0,0.0,0.0,1.5418
853.0,,41,1.7061,1.5105,6.3193,1.8398,0.0
854.0,,42,0.0,0.0,0.0,0.0,2.1426
855.0,,43,1.6512,7.3142,9.0158,1.5674,0.0
856.0,,44,0.0,0.0,0.0,0.0,0.0
857.0,,45,0.0,0.0,0.0,0.0,0.0
858.0,,46,1.2412,4.2069,8.8776,0.0,0.0
859.0,,47,0.0,0.0,2.1862,4.3174,9.9267
860.0,,48,0.0,0.0,0.0,0.0,5.0
861.0,,49,0.0,0.9991,1.7064,1.4366,3.8211
862.0,,50,0.0,0.0,0.0,0.0,0.0
863.0,,51,0.0,0.0,0.0,0.0,0.0
864.0,,52,0.0,0.0,0.0,0.0,0.0
865.0,,53,0.0,0.0,0.0,0.0,0.0
866.0,,54,0.0,0.0,0.0,0.0,0.0
867.0,,55,,,0.0,0.0,0.0
868.0,,56,0.0,0.0,0.0,0.0,0.0
869.0,,57,0.0,0.0,0.0,0.0,0.0
870.0,,58,0.0,0.0,0.0,0.0,0.0
871.0,,59,0.0,0.0,0.0,0.0,0.0
872.0,,60,0.0,0.0,0.0,0.0,0.0
873.0,,61,0.0,0.0,0.0,0.0,0.0
874.0,,62,0.0,0.0,0.0,0.0,0.0
875.0,,63,0.0,0.0,0.0,0.0,0.0
876.0,,64,0.0,0.0,0.0,0.0,0.0
877.0,,65,0.0,0.0,0.0,0.0,0.0
878.0,,66,0.0,0.0,0.0,0.0,0.0
879.0,,67,10.0,3.0,0.0,0.0,0.0
880.0,,68,0.0,0.0,0.0,0.0,0.0
881.0,,69,0.0,0.0,0.0,0.0,0.0
883.0,,70,0.0,0.0,0.0,0.0,0.0
884.0,,71,0.0,0.0,0.0,0.0,0.0
885.0,,72,0.0,0.0,0.0,0.0,0.0
886.0,,73,0.0,0.0,0.0,0.0,0.0
887.0,,74,0.0,0.0,0.0,0.0,0.0
888.0,,75,0.0,0.0,0.0,0.0,0.0
889.0,,76,0.0,0.0,0.0,0.0,0.0
890.0,,77,0.0,0.0,0.0,0.0,0.0
891.0,,78,0.0,0.0,0.0,0.0,0.0
892.0,,79,0.0,0.0,0.0,0.0,0.0
893.0,,80,0.0,0.0,0.0,0.0,0.0
894.0,,81,0.0,0.0,0.0,0.0,0.0
895.0,,82,0.0,0.0,,,
896.0,,83,0.0,0.0,,,
897.0,,84,0.0,0.0,,,
898.0,,85,0.0,0.0,,,
899.0,,86,0.0,0.0,,,
900.0,,87,0.0,0.0,,,
901.0,,88,0.0,0.0,,,
902.0,,89,0.0,0.0,0.0,0.0,0.0
903.0,,90,0.0,0.0,,,
904.0,,91,0.0,0.0,,,
905.0,,92,0.0,0.0,0.0,0.0,0.0
906.0,,93,0.0,0.0,0.0,0.0,0.0
908.0,,94,0.0,0.0,0.0,0.0,0.0
920.0,,95,0.0,0.0,0.0,0.0,0.0
912.0,,96,22.6,3.0,0.0,0.0,0.0
914.0,,97,0.0,0.0,,,
915.0,,98,0.0,0.0,,,
916.0,,99,0.0,0.0,,,
917.0,,100,0.0,0.0,,,
918.0,,101,0.0,0.0,,,
921.0,,102,0.0,0.0,0.0,0.0,0.0
922.0,,103,0.0,0.0,0.0,0.0,0.0
907.0,,104,,,,,
910.0,,105,,,,,
911.0,,106,,,,,
919.0,,107,,,,,
9500.0,,108,49.4,39.3,32.5,23.9,0.0
