TIPID,Municipalities,Allocation,ID,LineItemName,FY18GasTax,FY18RICAPHIP,FY18RIHMA,FY18RICAPprojects,FY18RICAPfacilities,FY18ProjectCloseouts,FY18IWAYLandSales,FY18GARVEE,FY18TollRevenue,FY18RailwayProgram,FY18HSIP,FY18TAP,FY18NHPP,FY18CMAQ,FY18Planning,FY18STP,FY18NationalFreight,FY18NHTSA,FY18FTA,FY18Earmarks,FY18TollCredits,FY18TransitBond
1362.0,Narragansett,0.0,120,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
5090.0,Narragansett,0.0,360,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5091.0,Narragansett,0.0,361,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5101.0,New Shoreham,0.0,369,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5100.0,New Shoreham,0.0,368,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5104.0,New Shoreham,0.0,372,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5099.0,New Shoreham,0.0,367,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5103.0,New Shoreham,0.0,371,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5102.0,New Shoreham,0.0,370,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
9201.0,Newport,0.4,604,,,,,,,,,,,,,,,,,0.4,,,,0.0,0.0,0.0
1364.0,"Newport, Middletown",0.0,121,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1373.0,Pawtucket,3.2,130,,,,,,,,,,,,,,3.2,,,,,,,0.0,0.0,0.0
1271.0,Pawtucket,3.7,38,,,,,,,,,,,,,,3.7,,,,,,,0.0,0.0,0.0
1375.0,"Pawtucket, E. Providence",0.0,131,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
9503.0,Portsmouth,0.0,621,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1377.0,Portsmouth,0.0,133,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1379.0,Portsmouth,0.0,135,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1380.0,Portsmouth,0.0,136,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1286.0,Portsmouth,4.0,51,,,,,,,,,,,,,,4.0,,,,,,,0.0,0.0,0.0
1376.0,Portsmouth,0.0,132,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1378.0,Portsmouth,3.0,134,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0
1269.0,Providence,0.0,36,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1281.0,Providence,0.0,47,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1381.0,Providence,0.0,137,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1384.0,Providence,0.1,138,,,,,,,,,,,,,,0.1,,,,,,,0.0,0.0,0.0
1425.0,Providence,2.7,176,,,,,,,,,,,,,,,,,2.7,,,,0.0,0.0,0.0
5179.0,Providence,0.0,425,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5191.0,Providence,0.0,433,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5209.0,Providence,0.0,444,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1285.0,"Providence, Cranston",0.0,50,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1280.0,"Providence, Johnston",0.0,46,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1291.0,"Providence, N. Providence, Lincoln",4.5,55,,,,,,,,,,,,,,4.5,,,,,,,0.0,0.0,0.0
1386.0,"Providence, Pawtucket",0.0,139,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1270.0,"Providence, Pawtucket",0.0,37,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1387.0,Richmond,0.0,140,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5218.0,Richmond,0.0,449,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5220.0,Richmond,0.0,451,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1277.0,S. Kingstown,3.5,44,,,,,,,,,,,,,,3.5,,,,,,,0.0,0.0,0.0
1395.0,S. Kingstown,0.2,148,,,,,,,,,,,,,,,,,0.2,,,,0.0,0.0,0.0
1397.0,S. Kingstown,0.0,149,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1398.0,S. Kingstown,0.0,150,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1399.0,S. Kingstown,0.09,151,,,,,,,,,,,,,,0.09,,,,,,,0.0,0.0,0.0
1400.0,S. Kingstown,0.0,152,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5246.0,S. Kingstown,0.0,467,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
5323.0,S. Kingstown,0.0,526,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5324.0,S. Kingstown,0.0,527,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1279.0,"S. Kingstown, N. Kingstown",0.0,45,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1576.0,"S. Kingstown, N. Kingstown, Exeter",0.0,304,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1401.0,"S. Kingstown, Narragansett",0.0,153,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1391.0,Scituate,0.0,144,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1392.0,Scituate,0.0,145,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1388.0,Scituate,0.1,141,,,,,,,,,,,,,,,,,0.1,,,,0.0,0.0,0.0
1389.0,Scituate,0.4,142,,,,,,,,,,,,,,,,,0.4,,,,0.0,0.0,0.0
1390.0,Scituate,0.0,143,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1393.0,"Scituate, Johnston",1.3,146,,,,,,,,,,,,,,1.3,,,,,,,0.0,0.0,0.0
5230.0,Smithfield,0.0,458,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
5233.0,Smithfield,0.0,461,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5234.0,Smithfield,0.0,462,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5227.0,Smithfield,0.0,456,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
5238.0,Smithfield,0.0,465,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1394.0,"Smithfield, N. Providence",0.0,147,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1578.0,"Smithfield, N. Smithfield, Burrillville, N. Providence",0.0,305,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1402.0,Tiverton,0.0,154,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1404.0,Tiverton,0.0,156,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1405.0,Tiverton,0.0,157,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1287.0,Tiverton,0.0,52,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1403.0,Tiverton,0.0,155,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5261.0,Tiverton,0.0,477,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5257.0,Tiverton,0.0,474,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5259.0,Tiverton,0.0,475,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1417.0,W. Warwick,0.0,169,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1408.0,Warren,0.0,160,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1409.0,Warren,0.0,161,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1406.0,Warren,0.0,158,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1407.0,Warren,0.0,159,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1294.0,Warwick,0.0,58,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
9504.0,Warwick,0.0,622,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1410.0,Warwick,0.0,162,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1411.0,Warwick,0.0,163,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1412.0,Warwick,0.0,164,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1413.0,Warwick,0.0,165,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1414.0,Warwick,0.0,166,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1267.0,Warwick,0.0,34,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1268.0,Warwick,0.2,35,,,,,,,,,,,,,,0.2,,,,,,,0.0,0.0,0.0
5274.0,Warwick,0.0,489,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5273.0,Warwick,0.0,488,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1274.0,"Warwick, Cranston, Johnston",0.0,41,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1416.0,"Warwick, W. Warwick",0.0,168,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1415.0,"Warwick,Cranston",0.0,167,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1421.0,Westerly,0.0,173,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1420.0,Westerly,0.0,172,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1418.0,Westerly,0.0,170,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1289.0,Westerly,0.0,53,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1419.0,Westerly,0.0,171,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5289.0,Westerly,0.0,500,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5287.0,Westerly,0.0,498,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5288.0,Westerly,0.0,499,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1423.0,"Westerly, Charlestown",0.0,174,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
5314.0,Woonsocket,0.0,520,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
5299.0,Woonsocket,0.0,507,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5301.0,Woonsocket,0.0,509,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5304.0,Woonsocket,0.0,512,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5306.0,Woonsocket,0.0,513,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
5300.0,Woonsocket,0.0,508,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5303.0,Woonsocket,0.0,511,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
5302.0,Woonsocket,0.0,510,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5316.0,Woonsocket,0.0,522,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5313.0,Woonsocket,0.0,519,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5312.0,Woonsocket,0.15,518,,,,,,,,,,,,,,0.15,,,,,,,0.0,0.0,0.0
5315.0,Woonsocket,0.0,521,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5311.0,Woonsocket,0.0,517,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1424.0,"Woonsocket, Cumberland",0.3,175,,,,,,,,,,,,,,0.3,,,,,,,0.0,0.0,0.0
5272.0,Warwick,0.0,487,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5083.0,N. Smithfield,0.0,356,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5037.0,E. Greewich,0.0,636,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5042.0,E. Providence,0.0,637,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5043.0,E. Providence,0.0,638,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5082.0,"Middletown, Portsmouth",0.0,651,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5084.0,N. Smithfield,0.0,652,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5118.0,N. Kingstown,0.0,658,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1450.0,N. Smithfield,0.0,184,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1451.0,"Warwick, W. Warwick, Johnston",0.0,185,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1453.0,Woonsocket,0.0,187,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1454.0,N. Providence,0.0,188,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1455.0,N. Smithfield,0.0,189,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1456.0,"Warwick, N. Smithfield",0.0,190,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1458.0,"Bristol, Warren",0.0,192,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1459.0,"Johnston, N. Smithfield",0.0,193,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1462.0,"Cranston, Exeter",0.0,196,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1466.0,Warren,0.6,200,,,,,,,,,,,,0.6,,,,,,,,,0.0,0.0,0.0
1467.0,Middletown,3.2,201,,,,,,,,,,,,,,3.2,,,,,,,0.0,0.0,0.0
1469.0,"S. Kingstown, Charlestown, Westerly",3.6,203,,,,,,,,,,,,3.6,,,,,,,,,0.0,0.0,0.0
1476.0,Smithfield,0.6,210,,,,,,,,,,,,0.6,,,,,,,,,0.0,0.0,0.0
1484.0,Tiverton,0.9,214,,,,,,,,,,,,0.9,,,,,,,,,0.0,0.0,0.0
1485.0,Lincoln,0.0,215,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1491.0,Scituate,0.0,219,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1498.0,"Providence, Pawtucket",0.1,226,,,,,,,,,,,,0.1,,,,,,,,,0.0,0.0,0.0
1506.0,Cranston,0.2,234,,,,,,,,,,,,0.2,,,,,,,,,0.0,0.0,0.0
1509.0,Scituate,0.2,237,,,,,,,,,,,,0.2,,,,,,,,,0.0,0.0,0.0
1510.0,Providence,0.0,238,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1512.0,Lincoln,0.0,240,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1514.0,Cumberland,4.8,242,,,,,,,,,,,,4.8,,,,,,,,,0.0,0.0,0.0
1522.0,"E. Providence, Pawtucket",0.0,250,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1525.0,Smithfield,0.0,253,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1526.0,Burrillville,0.0,254,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1528.0,Lincoln,0.0,256,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1531.0,Cranston,0.0,259,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1532.0,Cranston,0.0,260,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1535.0,Providence,0.0,263,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1536.0,"E. Greenwich, W. Warwick",0.0,264,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1537.0,"Cranston, Warwick",0.0,265,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1540.0,"Providence, N. Providence",0.0,268,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
1541.0,"E. Providence, Bristol",0.0,269,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1542.0,"Cumberland, Johnston",0.0,270,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1544.0,Warwick,0.0,272,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5010.0,Burrillville,0.0,314,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5022.0,Cranston,0.0,321,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5030.0,Cranston,0.0,328,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5034.0,Cumberland,0.6,331,,,,,,,,,,,0.6,,,,,,,,,,0.0,0.0,0.0
5035.0,Cumberland,0.0,332,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5036.0,Cumberland,0.0,333,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5044.0,E. Providence,0.0,338,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5052.0,Foster,0.0,344,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5056.0,Foster,0.0,345,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5067.0,Lincoln,0.0,350,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5069.0,Lincoln,0.0,351,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5071.0,Middletown,0.0,353,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5085.0,N. Smithfield,0.0,357,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5092.0,Narragansett,0.0,362,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5115.0,N. Kingstown,0.0,380,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1439.0,N. Kingstown,1.2,180,,,,,,,,,,,,,,1.2,,,,,,,0.0,0.0,0.0
5122.0,N. Kingstown,0.0,383,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5133.0,Pawtucket,0.3,389,,,,,,,,,,,0.3,,,,,,,,,,0.0,0.0,0.0
5134.0,Pawtucket,0.0,390,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5135.0,Pawtucket,0.0,391,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5136.0,Pawtucket,0.0,392,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5137.0,Pawtucket,0.0,393,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5138.0,Pawtucket,0.0,394,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5139.0,Pawtucket,0.0,395,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5140.0,Pawtucket,0.0,396,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5141.0,Pawtucket,0.0,397,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5142.0,Pawtucket,0.0,398,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5143.0,Pawtucket,0.0,399,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5144.0,Pawtucket,0.0,400,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5145.0,Pawtucket,0.0,401,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5146.0,Pawtucket,0.0,402,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5147.0,Pawtucket,0.0,403,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5148.0,Pawtucket,0.0,404,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5149.0,Pawtucket,0.0,405,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5151.0,Pawtucket,0.0,406,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5158.0,Pawtucket,0.0,410,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5159.0,Pawtucket,0.0,411,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5165.0,Portsmouth,0.0,415,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5167.0,Portsmouth,0.0,417,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5168.0,Portsmouth,0.0,418,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5174.0,Providence,0.0,421,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5175.0,Providence,0.0,422,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5176.0,Providence,0.0,423,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5180.0,Providence,0.0,426,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5181.0,Providence,0.0,427,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5185.0,Providence,0.0,431,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5186.0,Providence,0.0,432,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5196.0,Providence,0.0,437,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5214.0,Providence,0.0,446,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5219.0,Richmond,0.15,450,,,,,,,,,,,,0.15,,,,,,,,,0.0,0.0,0.0
5221.0,Richmond,0.0,452,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5222.0,Scituate,0.0,453,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5226.0,Smithfield,0.0,455,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5237.0,Smithfield,0.0,464,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5244.0,S. Kingstown,0.0,466,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5248.0,S. Kingstown,0.0,468,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5262.0,Tiverton,0.0,478,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5264.0,"Tiverton, Portsmouth",0.0,479,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
5266.0,W. Warwick,0.0,481,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5276.0,Warwick,0.0,490,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5277.0,Warwick,0.0,491,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5278.0,Warwick,0.0,492,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5279.0,Warwick,0.0,493,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5281.0,Warwick,0.0,494,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5284.0,"Warwick, E. Greenwich",0.0,495,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5290.0,Westerly,0.0,501,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
5296.0,Woonsocket,0.0,505,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0
5298.0,Woonsocket,0.0,506,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5310.0,Woonsocket,0.0,516,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
5265.0,W. Warwick,0.0,480,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5015.0,Charlestown,0.0,317,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5029.0,Cranston,0.0,327,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5024.0,Cranston,0.0,322,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5025.0,Cranston,0.0,323,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5032.0,Cumberland,0.0,330,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5128.0,N. Kingstown,0.3,386,,,,0.3,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5170.0,Portsmouth,0.0,419,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5201.0,Providence,0.0,440,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
5205.0,Providence,0.0,443,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1356.0,Middletown,3.4,114,,,,,,,,,,,,,,,,,2.8,,,,0.0,0.0,0.0
9012.0,,0.0,602,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
9013.0,,0.0,603,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
7020.0,Providence,0.0,713,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2002.0,Providence,0.0,715,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2006.0,Burrillville,0.0,716,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2007.0,South Kingstown,0.0,717,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
7901.0,"Westerly, South Kingston, Woonsocket",0.35,588,,,,,,0.35,,,,,,,,,,,,,,,0.0,0.0,0.0
7904.0,Portsmouth,0.5753,591,,,,,,0.5753,,,,,,,,,,,,,,,0.0,0.0,0.0
5184.0,Providence,1.2,714,,,,1.2,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1116.0,,1.0,29,,,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0
1117.0,,0.15,30,,0.15,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1118.0,,1.0,31,,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1264.0,,12.7,32,,,,1.21,,,,,,,,,,7.25,,,4.24,,,,0.0,0.0,0.0
1265.0,,2.5,33,,,,0.5,,,,,,,,,,1.0,,,1.0,,,,0.0,0.0,0.0
1427.0,,2.5,177,,0.5,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1430.0,,0.0,178,,,0.0,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0
1431.0,,0.4,179,,,,,,,,,,,,,,,,,0.4,,,,0.0,0.0,0.0
1444.0,,0.0,181,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1445.0,,0.3,182,,,,,,,,,,,,,,,,,0.3,,,,0.0,0.0,0.0
1446.0,,0.5,183,,,,,,,,,,,,0.5,,,,,,,,,0.0,0.0,0.0
1457.0,,0.0,191,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1468.0,,0.0,202,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
1470.0,,1.1,204,,,,,,,,,,,,1.1,,,,,,,,,0.0,0.0,0.0
1478.0,,0.4,212,,,,,,,,,,,,0.4,,,,,,,,,0.0,0.0,0.0
1521.0,,0.0,249,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
1538.0,,0.0,266,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
7000.0,,1.9,529,,,,,,,,,,1.9,,,,,,,,,,,0.0,0.0,0.0
