TIPID,Municipalities,FY17CMAQ,FY17Earmarks,FY17FTA,FY17GARVEE,FY17GasTax,FY17HSIP,FY17IWAYLandSales,FY17NHPP,FY17NHTSA,FY17NationalFreight,FY17Planning,FY17ProjectCloseouts,FY17RICAPHIP,FY17RICAPfacilities,FY17RICAPprojects,FY17RIHMA,FY17RailwayProgram,FY17STP,FY17TAP,FY17TollCredits,FY17TollRevenue,FY17TransitBond,FY17allocation,ID,LineItemName,ProjectName
9502.0,N. Smithfield,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1245,,
1293.0,N. Smithfield,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,682,,
1369.0,N. Smithfield,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,750,,
1370.0,N. Smithfield,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,751,,
1371.0,"N. Smithfield, Lincoln",,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,752,,
1372.0,"N. Smithfield, Woonsocket",,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,753,,
1361.0,Narragansett,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,743,,
1362.0,Narragansett,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,744,,
5090.0,Narragansett,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,984,,
5091.0,Narragansett,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,985,,
5101.0,New Shoreham,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,993,,
5100.0,New Shoreham,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,992,,
5104.0,New Shoreham,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,996,,
5099.0,New Shoreham,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,991,,
5103.0,New Shoreham,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,995,,
5102.0,New Shoreham,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,994,,
9201.0,Newport,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1229,,
1364.0,"Newport, Middletown",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,745,,
1373.0,Pawtucket,,0.0,,,,,,0.3,,,,,,,,,,,,0.0,,0.0,0.3,754,,
1271.0,Pawtucket,,0.0,,,,,,0.1,,,,,,,,,,,,0.0,,0.0,0.1,663,,
1375.0,"Pawtucket, E. Providence",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,755,,
9503.0,Portsmouth,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1246,,
1377.0,Portsmouth,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,757,,
1379.0,Portsmouth,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,759,,
1380.0,Portsmouth,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,760,,
1286.0,Portsmouth,,0.0,,,,,,0.1,,,,,,,,,,,,0.0,,0.0,0.1,676,,
1376.0,Portsmouth,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,756,,
1378.0,Portsmouth,,3.0,,,,,,,,,,,,,,,,,,0.0,,0.0,3.0,758,,
1269.0,Providence,,0.0,,,,,,7.8,,,,,,,,,,,,0.0,,0.0,7.8,661,,
1281.0,Providence,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,672,,
1381.0,Providence,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,761,,
1384.0,Providence,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,762,,
1425.0,Providence,,0.0,,,,,,,,,,,,,,,,0.3,,0.0,,0.0,0.3,800,,
5179.0,Providence,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1049,,
5191.0,Providence,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1057,,
5209.0,Providence,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1068,,
1285.0,"Providence, Cranston",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,675,,
1280.0,"Providence, Johnston",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,671,,
1291.0,"Providence, N. Providence, Lincoln",,0.0,,,,,,5.0,,,,,,,,,,,,0.0,,0.0,5.0,680,,
1386.0,"Providence, Pawtucket",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,763,,
1270.0,"Providence, Pawtucket",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,662,,
1387.0,Richmond,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,0.0,764,,
5218.0,Richmond,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1073,,
5220.0,Richmond,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1075,,
1277.0,S. Kingstown,,0.0,,,,,,0.1,,,,,,,,,,,,0.0,,0.0,0.1,669,,
1395.0,S. Kingstown,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,772,,
1397.0,S. Kingstown,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,773,,
1398.0,S. Kingstown,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,774,,
1399.0,S. Kingstown,,0.0,,,,,,0.36,,,,,,,,,,,,0.0,,0.0,0.36,775,,
1400.0,S. Kingstown,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,0.0,776,,
5246.0,S. Kingstown,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1091,,
5323.0,S. Kingstown,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1150,,
5324.0,S. Kingstown,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1151,,
1279.0,"S. Kingstown, N. Kingstown",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,670,,
1576.0,"S. Kingstown, N. Kingstown, Exeter",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,928,,
1401.0,"S. Kingstown, Narragansett",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,777,,
1391.0,Scituate,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,768,,
1392.0,Scituate,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,769,,
1388.0,Scituate,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,765,,
1389.0,Scituate,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,766,,
1390.0,Scituate,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,767,,
1393.0,"Scituate, Johnston",,0.0,,,,,,5.0,,,,,,,,,,,,0.0,,0.0,5.0,770,,
5230.0,Smithfield,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1082,,
5233.0,Smithfield,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1085,,
5234.0,Smithfield,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1086,,
5227.0,Smithfield,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1080,,
5238.0,Smithfield,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1089,,
1394.0,"Smithfield, N. Providence",,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,771,,
1578.0,"Smithfield, N. Smithfield, Burrillville, N. Providence",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,929,,
1402.0,Tiverton,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,778,,
1404.0,Tiverton,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,780,,
1405.0,Tiverton,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,781,,
1287.0,Tiverton,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,677,,
1403.0,Tiverton,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,779,,
5261.0,Tiverton,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1101,,
5257.0,Tiverton,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1098,,
5259.0,Tiverton,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1099,,
1417.0,W. Warwick,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,793,,
1408.0,Warren,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,784,,
1409.0,Warren,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,785,,
1406.0,Warren,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,782,,
1407.0,Warren,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,783,,
1294.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,683,,
9504.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1247,,
1410.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,786,,
1411.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,787,,
1412.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,788,,
1413.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,789,,
1414.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,790,,
1267.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,659,,
1268.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,660,,
5274.0,Warwick,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1113,,
5273.0,Warwick,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1112,,
1274.0,"Warwick, Cranston, Johnston",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,666,,
1416.0,"Warwick, W. Warwick",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,792,,
1415.0,"Warwick,Cranston",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,791,,
1421.0,Westerly,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,797,,
1420.0,Westerly,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,796,,
1418.0,Westerly,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,794,,
1289.0,Westerly,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,678,,
1419.0,Westerly,,0.0,,,,,,,,,,,0.6,,,,,,,0.0,,0.0,0.6,795,,
5289.0,Westerly,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1124,,
5287.0,Westerly,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1122,,
5288.0,Westerly,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1123,,
1423.0,"Westerly, Charlestown",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,798,,
5314.0,Woonsocket,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1144,,
5299.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1131,,
5301.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1133,,
5304.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1136,,
5306.0,Woonsocket,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1137,,
5300.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1132,,
5303.0,Woonsocket,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1135,,
5302.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1134,,
5316.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1146,,
5313.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1143,,
5312.0,Woonsocket,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1142,,
5315.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1145,,
5311.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1141,,
1424.0,"Woonsocket, Cumberland",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,799,,
5272.0,Warwick,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1111,,
5083.0,N. Smithfield,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,980,,
5037.0,E. Greewich,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1261,,
5042.0,E. Providence,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1262,,
5043.0,E. Providence,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1263,,
5082.0,"Middletown, Portsmouth",,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1276,,
5084.0,N. Smithfield,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1277,,
5118.0,N. Kingstown,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1283,,
1450.0,N. Smithfield,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,808,,
1451.0,"Warwick, W. Warwick, Johnston",,0.0,,,,0.5,,,,,,,,,,,,,,0.0,,0.0,0.5,809,,
1453.0,Woonsocket,,0.0,,,,1.3,,,,,,,,,,,,,,0.0,,0.0,1.3,811,,
1454.0,N. Providence,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,812,,
1455.0,N. Smithfield,,0.0,,,,,,3.8,,,,,,,,,,,,0.0,,0.0,3.8,813,,
1456.0,"Warwick, N. Smithfield",,0.0,,,,0.9,,,,,,,,,,,,,,0.0,,0.0,0.9,814,,
1458.0,"Bristol, Warren",,0.0,,,,3.4,,,,,,,,,,,,,,0.0,,0.0,3.4,816,,
1459.0,"Johnston, N. Smithfield",,0.0,,,,2.6,,,,,,,,,,,,,,0.0,,0.0,2.6,817,,
1462.0,"Cranston, Exeter",,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,820,,
1466.0,Warren,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,824,,
1467.0,Middletown,,0.0,,,,0.27,,,,,,,,,,,,,,0.0,,0.0,0.27,825,,
1469.0,"S. Kingstown, Charlestown, Westerly",,0.0,,,,0.6,,,,,,,,,,,,,,0.0,,0.0,0.6,827,,
1476.0,Smithfield,,0.0,,,,0.1,,,,,,,,,,,,,,0.0,,0.0,0.1,834,,
1484.0,Tiverton,,0.0,,,,0.1,,,,,,,,,,,,,,0.0,,0.0,0.1,838,,
1485.0,Lincoln,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,839,,
1491.0,Scituate,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,843,,
1498.0,"Providence, Pawtucket",,0.0,,,,0.1,,,,,,,,,,,,,,0.0,,0.0,0.1,850,,
1506.0,Cranston,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,858,,
1509.0,Scituate,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,861,,
1510.0,Providence,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,862,,
1512.0,Lincoln,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864,,
1514.0,Cumberland,,0.0,,,,0.3,,,,,,,,,,,,,,0.0,,0.0,0.3,866,,
1522.0,"E. Providence, Pawtucket",,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,874,,
1525.0,Smithfield,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,877,,
1526.0,Burrillville,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,878,,
1528.0,Lincoln,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,880,,
1531.0,Cranston,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,883,,
1532.0,Cranston,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,884,,
1535.0,Providence,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,887,,
1536.0,"E. Greenwich, W. Warwick",,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,888,,
1537.0,"Cranston, Warwick",,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,889,,
1540.0,"Providence, N. Providence",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,892,,
1541.0,"E. Providence, Bristol",,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,893,,
1542.0,"Cumberland, Johnston",,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,894,,
1544.0,Warwick,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,896,,
5010.0,Burrillville,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,938,,
5022.0,Cranston,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,945,,
5030.0,Cranston,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,952,,
5034.0,Cumberland,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,955,,
5035.0,Cumberland,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,956,,
5036.0,Cumberland,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,957,,
5044.0,E. Providence,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,962,,
5052.0,Foster,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,968,,
5056.0,Foster,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,969,,
5067.0,Lincoln,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,974,,
5069.0,Lincoln,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,975,,
5071.0,Middletown,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,977,,
5085.0,N. Smithfield,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,981,,
5092.0,Narragansett,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,986,,
5115.0,N. Kingstown,,0.0,,,,0.4,,,,,,,,,,,,,,0.0,,0.0,0.4,1004,,
1439.0,N. Kingstown,,0.0,,,,0.7841,,,,,,,,,,,,,,0.0,,0.0,0.7841,804,,
5122.0,N. Kingstown,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1007,,
5133.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1013,,
5134.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1014,,
5135.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1015,,
5136.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1016,,
5137.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1017,,
5138.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1018,,
5139.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1019,,
5140.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1020,,
5141.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1021,,
5142.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1022,,
5143.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1023,,
5144.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1024,,
5145.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1025,,
5146.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1026,,
5147.0,Pawtucket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1027,,
5148.0,Pawtucket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1028,,
5149.0,Pawtucket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1029,,
5151.0,Pawtucket,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1030,,
5158.0,Pawtucket,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1034,,
5159.0,Pawtucket,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1035,,
5165.0,Portsmouth,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1039,,
5167.0,Portsmouth,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1041,,
5168.0,Portsmouth,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1042,,
5174.0,Providence,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1045,,
5175.0,Providence,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1046,,
5176.0,Providence,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1047,,
5180.0,Providence,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1050,,
5181.0,Providence,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1051,,
5185.0,Providence,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1055,,
5186.0,Providence,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1056,,
5196.0,Providence,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1061,,
5214.0,Providence,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1070,,
5219.0,Richmond,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1074,,
5221.0,Richmond,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1076,,
5222.0,Scituate,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1077,,
5226.0,Smithfield,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1079,,
5237.0,Smithfield,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1088,,
5244.0,S. Kingstown,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1090,,
5248.0,S. Kingstown,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1092,,
5262.0,Tiverton,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1102,,
5264.0,"Tiverton, Portsmouth",,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1103,,
5266.0,W. Warwick,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1105,,
5276.0,Warwick,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1114,,
5277.0,Warwick,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1115,,
5278.0,Warwick,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1116,,
5279.0,Warwick,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1117,,
5281.0,Warwick,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1118,,
5284.0,"Warwick, E. Greenwich",,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1119,,
5290.0,Westerly,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,1125,,
5296.0,Woonsocket,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,1129,,
5298.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1130,,
5310.0,Woonsocket,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1140,,
5265.0,W. Warwick,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1104,,
5015.0,Charlestown,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,941,,
5029.0,Cranston,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,951,,
5024.0,Cranston,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,946,,
5025.0,Cranston,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,947,,
5032.0,Cumberland,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,954,,
5128.0,N. Kingstown,,0.0,,,,,,,,,,,,,,0.3,,,,0.0,,0.0,0.3,1010,,
5170.0,Portsmouth,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,1043,,
5201.0,Providence,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1064,,
5205.0,Providence,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1067,,
1356.0,Middletown,,0.0,,,,,,3.4,,,,,,,,,,,,0.0,,0.0,3.4,1250,,
9012.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1227,,
9013.0,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,1228,,
7020.0,Providence,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1338,,
2002.0,Providence,,0.0,,,,,,2.16,,,,,,,,,,,,0.0,,0.0,2.16,1340,,
2006.0,Burrillville,,0.0,,,,,,0.8,,,,,,,,,,,,0.0,,0.0,0.8,1341,,
2007.0,South Kingstown,,0.0,,,,,,3.8,,,,,,,,,,,,0.0,,0.0,3.8,1342,,
7901.0,"Westerly, South Kingston, Woonsocket",,0.0,,,,,,,,,,,,0.35,,,,,,0.0,,0.0,0.35,1212,,
7904.0,Portsmouth,,0.0,,,,,,,,,,,,2.2734,,,,,,0.0,,0.0,2.2734,1215,,
5184.0,Providence,,0.0,,,,,,,,,,,0.8,,,0.4,,,,0.0,,0.0,1.2,1339,,
1116.0,,,0.0,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,1.0,654,,
1117.0,,,0.0,,,0.15,,,,,,,,,,,,,,,0.0,,0.0,0.15,655,,
